Centers,Day,Gender,Age,AverageAttentiontime,Sumofattentiontime,Watchercount
Site11,Day12,Male,Young,2.26,981558.68,434318
Site11,Day12,Male,Adult,2.45,611735.6,249688
Site11,Day12,Male,Senior,2.98,202735.36,68032
Site11,Day12,Female,Child,2.05,385121.2,187864
Site11,Day12,Female,Young,2.32,1075036.96,463378
Site11,Day12,Female,Adult,2.51,504291.63,200913
Site11,Day12,Female,Senior,2.73,452999.82,165934
Site11,Day13,Male,Child,1.98,384555.6,194220
Site11,Day13,Male,Young,2.26,1709934.08,756608
Site11,Day13,Male,Adult,2.45,1041948.25,425285
Site11,Day13,Male,Senior,2.98,390955.14,131193
Site11,Day13,Female,Child,2.05,697143.5,340070
Site11,Day13,Female,Young,2.32,2306660,994250
Site11,Day13,Female,Adult,2.51,1039586.78,414178
Site11,Day13,Female,Senior,2.73,700206.78,256486
Site11,Day14,Male,Child,1.98,324720,164000
Site11,Day14,Male,Young,2.26,1602039.42,708867
Site11,Day14,Male,Adult,2.45,829521,338580
Site11,Day14,Male,Senior,2.98,304871.88,102306
Site11,Day14,Female,Child,2.05,580658.4,283248
Site11,Day14,Female,Young,2.32,1541257.2,664335
Site11,Day14,Female,Adult,2.51,729657,290700
Site11,Day14,Female,Senior,2.73,582254.4,213280
Site11,Day15,Male,Child,1.98,271299.6,137020
Site11,Day15,Male,Young,2.26,646360,286000
Site11,Day15,Male,Adult,2.45,879317.25,358905
Site11,Day15,Male,Senior,2.98,161730.56,54272
Site11,Day15,Female,Child,2.05,435764.4,212568
Site11,Day15,Female,Young,2.32,813716.8,350740
Site11,Day15,Female,Adult,2.51,459450.48,183048
Site11,Day15,Female,Senior,2.73,361179,132300
Site11,Day16,Male,Child,2.3364,348861.9024,149316
Site11,Day16,Male,Young,2.825,895378.1,316948
Site11,Day16,Male,Adult,2.891,1173439.554,405894
Site11,Day16,Male,Senior,3.5164,218839.6376,62234
Site11,Day16,Female,Child,2.419,447377.117,184943
Site11,Day16,Female,Young,2.9,1166351,402190
Site11,Day16,Female,Adult,2.9618,536482.6812,181134
Site11,Day16,Female,Senior,3.2214,472115.4984,146556
Site11,Day17,Male,Child,2.3364,360121.014,154135
Site11,Day17,Male,Young,2.825,1002211.125,354765
Site11,Day17,Male,Adult,2.891,1334297.685,461535
Site11,Day17,Male,Senior,3.5164,276378.4908,78597
Site11,Day17,Female,Child,2.419,592655,245000
Site11,Day17,Female,Young,2.9,1431474.8,493612
Site11,Day17,Female,Adult,2.9618,628298.4812,212134
Site11,Day17,Female,Senior,3.2214,427067.4408,132572
Site11,Day18,Male,Child,2.3364,491445.3852,210343
Site11,Day18,Male,Young,2.825,1172262,414960
Site11,Day18,Male,Adult,2.891,1622588.205,561255
Site11,Day18,Male,Senior,3.5164,335148.084,95310
Site11,Day18,Female,Child,2.419,652665.552,269808
Site11,Day18,Female,Young,2.9,1861568,641920
Site11,Day18,Female,Adult,2.9618,728940.4452,246114
Site11,Day18,Female,Senior,3.2214,605172.204,187860
Site11,Day19,Male,Child,2.3364,340133.112,145580
Site11,Day19,Male,Young,2.825,936080.7,331356
Site11,Day19,Male,Adult,2.891,1428402.626,494086
Site11,Day19,Male,Senior,3.5164,235851.9808,67072
Site11,Day19,Female,Child,2.419,522058.904,215816
Site11,Day19,Female,Young,2.9,1490066.4,513816
Site11,Day19,Female,Adult,2.9618,647425.7856,218592
Site11,Day19,Female,Senior,3.2214,433014.1452,134418
Site11,Day20,Male,Child,2.3364,754573.0896,322964
Site11,Day20,Male,Young,2.825,1878195.6,664848
Site11,Day20,Male,Adult,2.891,2762957.61,955710
Site11,Day20,Male,Senior,3.5164,451941.7936,128524
Site11,Day20,Female,Child,2.419,1216224.82,502780
Site11,Day20,Female,Young,2.9,2369184,816960
Site11,Day20,Female,Adult,2.9618,1226389.564,414069
Site11,Day20,Female,Senior,3.2214,824491.5588,255942
Site11,Day21,Male,Child,2.3364,569277.8784,243656
Site11,Day21,Male,Young,2.825,1405445.975,497503
Site11,Day21,Male,Adult,2.891,1883862.33,651630
Site11,Day21,Male,Senior,3.5164,337679.892,96030
Site11,Day21,Female,Child,2.419,895762.957,370303
Site11,Day21,Female,Young,2.9,1826251.8,629742
Site11,Day21,Female,Adult,2.9618,917189.4914,309673
Site11,Day21,Female,Senior,3.2214,664272.0084,206206
Site11,Day22,Male,Child,2.3364,303505.3692,129903
Site11,Day22,Male,Young,2.825,809125.2,286416
Site11,Day22,Male,Adult,2.891,1225067.032,423752
Site11,Day22,Male,Senior,3.5164,195118.0032,55488
Site11,Day22,Female,Child,2.419,420277.06,173740
Site11,Day22,Female,Young,2.9,1163329.2,401148
Site11,Day22,Female,Adult,2.9618,505425.2464,170648
Site11,Day22,Female,Senior,3.2214,409278.87,127050
Site11,Day23,Male,Child,2.3364,386431.2144,165396
Site11,Day23,Male,Young,2.825,1030458.3,364764
Site11,Day23,Male,Adult,2.891,1256775.52,434720
Site11,Day23,Male,Senior,3.5164,224339.2872,63798
Site11,Day23,Female,Child,2.419,501197.448,207192
Site11,Day23,Female,Young,2.9,1230615,424350
Site11,Day23,Female,Adult,2.9618,557727.6726,188307
Site11,Day23,Female,Senior,3.2214,479727.6666,148919
Site11,Day24,Male,Child,2.3364,413204.022,176855
Site11,Day24,Male,Young,2.825,962689.375,340775
Site11,Day24,Male,Adult,2.891,1454265.512,503032
Site11,Day24,Male,Senior,3.5164,249425.2848,70932
Site11,Day24,Female,Child,2.419,621818.464,257056
Site11,Day24,Female,Young,2.9,1374194,473860
Site11,Day24,Female,Adult,2.9618,608472.192,205440
Site11,Day24,Female,Senior,3.2214,501456.0096,155664
Site11,Day25,Male,Child,2.3364,568885.3632,243488
Site11,Day25,Male,Young,2.825,1374984,486720
Site11,Day25,Male,Adult,2.891,1708797.825,591075
Site11,Day25,Male,Senior,3.5164,282623.6172,80373
Site11,Day25,Female,Child,2.419,786847.482,325278
Site11,Day25,Female,Young,2.9,1672920.1,576869
Site11,Day25,Female,Adult,2.9618,879725.6832,297024
Site11,Day25,Female,Senior,3.2214,653928.093,202995
Site11,Day26,Male,Child,2.3364,420509.9448,179982
Site11,Day26,Male,Young,2.825,917017.6,324608
Site11,Day26,Male,Adult,2.891,1406801.074,486614
Site11,Day26,Male,Senior,3.5164,224272.4756,63779
Site11,Day26,Female,Child,2.419,583864.354,241366
Site11,Day26,Female,Young,2.9,1472124.1,507629
Site11,Day26,Female,Adult,2.9618,558100.8594,188433
Site11,Day26,Female,Senior,3.2214,499703.568,155120
Site11,Day27,Male,Child,2.3364,776093.67,332175
Site11,Day27,Male,Young,2.825,1839995.95,651326
Site11,Day27,Male,Adult,2.891,2351701.296,813456
Site11,Day27,Male,Senior,3.5164,453615.6,129000
Site11,Day27,Female,Child,2.419,1133896.574,468746
Site11,Day27,Female,Young,2.9,2591234.1,893529
Site11,Day27,Female,Adult,2.9618,1236554.462,417501
Site11,Day27,Female,Senior,3.2214,790821.486,245490
Site11,Day28,Male,Child,2.3364,569988.144,243960
Site11,Day28,Male,Young,2.825,1557230.4,551232
Site11,Day28,Male,Adult,2.891,1969878.253,681383
Site11,Day28,Male,Senior,3.5164,328920.5396,93539
Site11,Day28,Female,Child,2.419,904091.574,373746
Site11,Day28,Female,Young,2.9,1911088.4,658996
Site11,Day28,Female,Adult,2.9618,903707.3778,305121
Site11,Day28,Female,Senior,3.2214,683281.4898,212107
Site12,Day1,Male,Child,1.98,220896.72,111564
Site12,Day1,Male,Young,2.26,967280,428000
Site12,Day1,Male,Adult,2.45,540445.5,220590
Site12,Day1,Male,Senior,2.98,188270.44,63178
Site12,Day1,Female,Child,2.05,282580.2,137844
Site12,Day1,Female,Young,2.32,922364.72,397571
Site12,Day1,Female,Adult,2.51,448815.61,178811
Site12,Day1,Female,Senior,2.73,360862.32,132184
Site12,Day2,Male,Child,1.98,240886.8,121660
Site12,Day2,Male,Young,2.26,1077979.32,476982
Site12,Day2,Male,Adult,2.45,605372.95,247091
Site12,Day2,Male,Senior,2.98,207065.3,69485
Site12,Day2,Female,Child,2.05,337544.8,164656
Site12,Day2,Female,Young,2.32,937477.2,404085
Site12,Day2,Female,Adult,2.51,439689.25,175175
Site12,Day2,Female,Senior,2.73,372650.46,136502
Site12,Day3,Male,Child,1.98,248343.48,125426
Site12,Day3,Male,Young,2.26,1132999.02,501327
Site12,Day3,Male,Adult,2.45,633119.2,258416
Site12,Day3,Male,Senior,2.98,199236.84,66858
Site12,Day3,Female,Child,2.05,371921.25,181425
Site12,Day3,Female,Young,2.32,1274552.32,549376
Site12,Day3,Female,Adult,2.51,587716.5,234150
Site12,Day3,Female,Senior,2.73,509581.8,186660
Site12,Day4,Male,Child,1.98,344361.6,173920
Site12,Day4,Male,Young,2.26,1241921.98,549523
Site12,Day4,Male,Adult,2.45,892765.3,364394
Site12,Day4,Male,Senior,2.98,288523.6,96820
Site12,Day4,Female,Child,2.05,410943,200460
Site12,Day4,Female,Young,2.32,1514231.52,652686
Site12,Day4,Female,Adult,2.51,785730.4,313040
Site12,Day4,Female,Senior,2.73,599245.92,219504
Site12,Day5,Male,Child,1.98,235148.76,118762
Site12,Day5,Male,Young,2.26,955672.64,422864
Site12,Day5,Male,Adult,2.45,511927.5,208950
Site12,Day5,Male,Senior,2.98,178808.94,60003
Site12,Day5,Female,Child,2.05,351288,171360
Site12,Day5,Female,Young,2.32,1219429.12,525616
Site12,Day5,Female,Adult,2.51,517122.75,206025
Site12,Day5,Female,Senior,2.73,445855.41,163317
Site12,Day6,Male,Child,1.98,450808.38,227681
Site12,Day6,Male,Young,2.26,2035817.04,900804
Site12,Day6,Male,Adult,2.45,1145664.1,467618
Site12,Day6,Male,Senior,2.98,333035.86,111757
Site12,Day6,Female,Child,2.05,673712,328640
Site12,Day6,Female,Young,2.32,1976695.68,852024
Site12,Day6,Female,Adult,2.51,1081097.16,430716
Site12,Day6,Female,Senior,2.73,766125.36,280632
Site12,Day7,Male,Child,1.98,403034.94,203553
Site12,Day7,Male,Young,2.26,1504970.16,665916
Site12,Day7,Male,Adult,2.45,917593.6,374528
Site12,Day7,Male,Senior,2.98,297702,99900
Site12,Day7,Female,Child,2.05,621801.9,303318
Site12,Day7,Female,Young,2.32,1700035.68,732774
Site12,Day7,Female,Adult,2.51,893238.72,355872
Site12,Day7,Female,Senior,2.73,585822.51,214587
Site12,Day8,Male,Child,1.98,205595.28,103836
Site12,Day8,Male,Young,2.26,936128.16,414216
Site12,Day8,Male,Adult,2.45,466798.5,190530
Site12,Day8,Male,Senior,2.98,172154.6,57770
Site12,Day8,Female,Child,2.05,316751.65,154513
Site12,Day8,Female,Young,2.32,979065.52,422011
Site12,Day8,Female,Adult,2.51,410435.2,163520
Site12,Day8,Female,Senior,2.73,343597.8,125860
Site12,Day9,Male,Child,1.98,250697.7,126615
Site12,Day9,Male,Young,2.26,889291.92,393492
Site12,Day9,Male,Adult,2.45,605272.5,247050
Site12,Day9,Male,Senior,2.98,176392.16,59192
Site12,Day9,Female,Child,2.05,369190.65,180093
Site12,Day9,Female,Young,2.32,923237.04,397947
Site12,Day9,Female,Adult,2.51,514095.69,204819
Site12,Day9,Female,Senior,2.73,432694.08,158496
Site12,Day10,Male,Child,1.98,261769.86,132207
Site12,Day10,Male,Young,2.26,957015.08,423458
Site12,Day10,Male,Adult,2.45,626467.45,255701
Site12,Day10,Male,Senior,2.98,210894.6,70770
Site12,Day10,Female,Child,2.05,395408.1,192882
Site12,Day10,Female,Young,2.32,1312920.48,565914
Site12,Day10,Female,Adult,2.51,587691.4,234140
Site12,Day10,Female,Senior,2.73,471481.92,172704
Site12,Day11,Male,Child,1.98,321429.24,162338
Site12,Day11,Male,Young,2.26,1230470.56,544456
Site12,Day11,Male,Adult,2.45,860577.2,351256
Site12,Day11,Male,Senior,2.98,256381.32,86034
Site12,Day11,Female,Child,2.05,436926.75,213135
Site12,Day11,Female,Young,2.32,1435959.36,618948
Site12,Day11,Female,Adult,2.51,807216,321600
Site12,Day11,Female,Senior,2.73,608484.24,222888
Site12,Day12,Male,Child,1.98,233176.68,117766
Site12,Day12,Male,Young,2.26,1065194.5,471325
Site12,Day12,Male,Adult,2.45,621859,253820
Site12,Day12,Male,Senior,2.98,182197.2,61140
Site12,Day12,Female,Child,2.05,330673.2,161304
Site12,Day12,Female,Young,2.32,1098009.6,473280
Site12,Day12,Female,Adult,2.51,567777.06,226206
Site12,Day12,Female,Senior,2.73,479415.3,175610
Site12,Day13,Male,Child,1.98,467149.32,235934
Site12,Day13,Male,Young,2.26,2047180.32,905832
Site12,Day13,Male,Adult,2.45,980561.05,400229
Site12,Day13,Male,Senior,2.98,393127.56,131922
Site12,Day13,Female,Child,2.05,664437.8,324116
Site12,Day13,Female,Young,2.32,2433921.28,1049104
Site12,Day13,Female,Adult,2.51,1073205.72,427572
Site12,Day13,Female,Senior,2.73,781942.98,286426
Site12,Day14,Male,Child,1.98,385605,194750
Site12,Day14,Male,Young,2.26,1712854,757900
Site12,Day14,Male,Adult,2.45,829374,338520
Site12,Day14,Male,Senior,2.98,337932,113400
Site12,Day14,Female,Child,2.05,526255.5,256710
Site12,Day14,Female,Young,2.32,1598809.44,689142
Site12,Day14,Female,Adult,2.51,834715.56,332556
Site12,Day14,Female,Senior,2.73,686125.44,251328
Site12,Day15,Male,Child,1.98,247436.64,124968
Site12,Day15,Male,Young,2.26,630472.2,278970
Site12,Day15,Male,Adult,2.45,944918.45,385681
Site12,Day15,Male,Senior,2.98,148475.52,49824
Site12,Day15,Female,Child,2.05,451164,220080
Site12,Day15,Female,Young,2.32,938730,404625
Site12,Day15,Female,Adult,2.51,468943.3,186830
Site12,Day15,Female,Senior,2.73,332825.22,121914
Site12,Day16,Male,Child,2.3364,346132.9872,148148
Site12,Day16,Male,Young,2.825,1005637.85,355978
Site12,Day16,Male,Adult,2.891,1320331.264,456704
Site12,Day16,Male,Senior,3.5164,185595.592,52780
Site12,Day16,Female,Child,2.419,563772.14,233060
Site12,Day16,Female,Young,2.9,1339104,461760
Site12,Day16,Female,Adult,2.9618,614920.0306,207617
Site12,Day16,Female,Senior,3.2214,405770.7654,125961
Site12,Day17,Male,Child,2.3364,343048.9392,146828
Site12,Day17,Male,Young,2.825,935866,331280
Site12,Day17,Male,Adult,2.891,1193332.525,412775
Site12,Day17,Male,Senior,3.5164,228843.7956,65079
Site12,Day17,Female,Child,2.419,500733,207000
Site12,Day17,Female,Young,2.9,1357704.6,468174
Site12,Day17,Female,Adult,2.9618,625153.0496,211072
Site12,Day17,Female,Senior,3.2214,483512.8116,150094
Site12,Day18,Male,Child,2.3364,433547.0568,185562
Site12,Day18,Male,Young,2.825,1195610.625,423225
Site12,Day18,Male,Adult,2.891,1992575.494,689234
Site12,Day18,Male,Senior,3.5164,278516.462,79205
Site12,Day18,Female,Child,2.419,745025.391,307989
Site12,Day18,Female,Young,2.9,1578313.4,544246
Site12,Day18,Female,Adult,2.9618,921060.564,310980
Site12,Day18,Female,Senior,3.2214,620683.245,192675
Site12,Day19,Male,Child,2.3364,351006.7176,150234
Site12,Day19,Male,Young,2.825,1053069.6,372768
Site12,Day19,Male,Adult,2.891,1426396.272,493392
Site12,Day19,Male,Senior,3.5164,223442.6052,63543
Site12,Day19,Female,Child,2.419,617686.812,255348
Site12,Day19,Female,Young,2.9,1494648.4,515396
Site12,Day19,Female,Adult,2.9618,759097.4928,256296
Site12,Day19,Female,Senior,3.2214,499175.2584,154956
Site12,Day20,Male,Child,2.3364,605403.2952,259118
Site12,Day20,Male,Young,2.825,2064597.575,730831
Site12,Day20,Male,Adult,2.891,2539090.134,878274
Site12,Day20,Male,Senior,3.5164,441905.988,125670
Site12,Day20,Female,Child,2.419,1105151.597,456863
Site12,Day20,Female,Young,2.9,2213280,763200
Site12,Day20,Female,Adult,2.9618,1042204.108,351882
Site12,Day20,Female,Senior,3.2214,1003317.916,311454
Site12,Day21,Male,Child,2.3364,653175.666,279565
Site12,Day21,Male,Young,2.825,1596842.55,565254
Site12,Day21,Male,Adult,2.891,2155257.846,745506
Site12,Day21,Male,Senior,3.5164,362892.48,103200
Site12,Day21,Female,Child,2.419,896863.602,370758
Site12,Day21,Female,Young,2.9,1903551.3,656397
Site12,Day21,Female,Adult,2.9618,889692.1402,300389
Site12,Day21,Female,Senior,3.2214,623746.7964,193626
Site12,Day22,Male,Child,2.3364,353483.3016,151294
Site12,Day22,Male,Young,2.825,767524.25,271690
Site12,Day22,Male,Adult,2.891,1058152.256,366016
Site12,Day22,Male,Senior,3.5164,200434.8,57000
Site12,Day22,Female,Child,2.419,468908.636,193844
Site12,Day22,Female,Young,2.9,963864.3,332367
Site12,Day22,Female,Adult,2.9618,534433.1156,180442
Site12,Day22,Female,Senior,3.2214,341126.9316,105894
Site12,Day23,Male,Child,2.3364,333740.7216,142844
Site12,Day23,Male,Young,2.825,974715.4,345032
Site12,Day23,Male,Adult,2.891,1051774.71,363810
Site12,Day23,Male,Senior,3.5164,231308.792,65780
Site12,Day23,Female,Child,2.419,481381,199000
Site12,Day23,Female,Young,2.9,1133784,390960
Site12,Day23,Female,Adult,2.9618,545385.852,184140
Site12,Day23,Female,Senior,3.2214,443071.356,137540
Site12,Day24,Male,Child,2.3364,379989.7596,162639
Site12,Day24,Male,Young,2.825,1154809.15,408782
Site12,Day24,Male,Adult,2.891,1534458.961,530771
Site12,Day24,Male,Senior,3.5164,201911.688,57420
Site12,Day24,Female,Child,2.419,636061.536,262944
Site12,Day24,Female,Young,2.9,1272810,438900
Site12,Day24,Female,Adult,2.9618,682049.2276,230282
Site12,Day24,Female,Senior,3.2214,448802.2266,139319
Site12,Day25,Male,Child,2.3364,459628.29,196725
Site12,Day25,Male,Young,2.825,1233330.025,436577
Site12,Day25,Male,Adult,2.891,1608112.968,556248
Site12,Day25,Male,Senior,3.5164,269795.79,76725
Site12,Day25,Female,Child,2.419,748612.768,309472
Site12,Day25,Female,Young,2.9,1490304.2,513898
Site12,Day25,Female,Adult,2.9618,740989.0476,250182
Site12,Day25,Female,Senior,3.2214,569057.0886,176649
Site12,Day26,Male,Child,2.3364,365202.684,156310
Site12,Day26,Male,Young,2.825,998637.5,353500
Site12,Day26,Male,Adult,2.891,1243040.379,429969
Site12,Day26,Male,Senior,3.5164,231154.0704,65736
Site12,Day26,Female,Child,2.419,560678.239,231781
Site12,Day26,Female,Young,2.9,1338268.8,461472
Site12,Day26,Female,Adult,2.9618,631473.5308,213206
Site12,Day26,Female,Senior,3.2214,457396.9218,141987
Site12,Day27,Male,Child,2.3364,778873.986,333365
Site12,Day27,Male,Young,2.825,1926186.7,681836
Site12,Day27,Male,Adult,2.891,2772469,959000
Site12,Day27,Male,Senior,3.5164,417284.1552,118668
Site12,Day27,Female,Child,2.419,1153188.099,476721
Site12,Day27,Female,Young,2.9,2280705,786450
Site12,Day27,Female,Adult,2.9618,1119975.052,378140
Site12,Day27,Female,Senior,3.2214,779011.8336,241824
Site12,Day28,Male,Child,2.3364,540815.8536,231474
Site12,Day28,Male,Young,2.825,1354525.35,479478
Site12,Day28,Male,Adult,2.891,1723050.455,596005
Site12,Day28,Male,Senior,3.5164,335886.528,95520
Site12,Day28,Female,Child,2.419,755376.292,312268
Site12,Day28,Female,Young,2.9,1893120,652800
Site12,Day28,Female,Adult,2.9618,1033451.989,348927
Site12,Day28,Female,Senior,3.2214,677138.28,210200
Site13,Day1,Male,Child,1.98,200126.52,101074
Site13,Day1,Male,Young,2.26,783598.5,346725
Site13,Day1,Male,Adult,2.45,453847.8,185244
Site13,Day1,Male,Senior,2.98,191819.62,64369
Site13,Day1,Female,Child,2.05,260366.4,127008
Site13,Day1,Female,Young,2.32,1005450.88,433384
Site13,Day1,Female,Adult,2.51,441792.63,176013
Site13,Day1,Female,Senior,2.73,379994.16,139192
Site13,Day2,Male,Child,1.98,241977.78,122211
Site13,Day2,Male,Young,2.26,1075253.76,475776
Site13,Day2,Male,Adult,2.45,594151.95,242511
Site13,Day2,Male,Senior,2.98,193935.42,65079
Site13,Day2,Female,Child,2.05,376380,183600
Site13,Day2,Female,Young,2.32,1229477.04,529947
Site13,Day2,Female,Adult,2.51,580864.2,231420
Site13,Day2,Female,Senior,2.73,421230.81,154297
Site13,Day3,Male,Child,1.98,247595.04,125048
Site13,Day3,Male,Young,2.26,968184,428400
Site13,Day3,Male,Adult,2.45,579488.7,236526
Site13,Day3,Male,Senior,2.98,187599.94,62953
Site13,Day3,Female,Child,2.05,321528.15,156843
Site13,Day3,Female,Young,2.32,1223456.64,527352
Site13,Day3,Female,Adult,2.51,495494.08,197408
Site13,Day3,Female,Senior,2.73,410395.44,150328
Site13,Day4,Male,Child,1.98,328703.76,166012
Site13,Day4,Male,Young,2.26,1357602.34,600709
Site13,Day4,Male,Adult,2.45,850701.25,347225
Site13,Day4,Male,Senior,2.98,251526.9,84405
Site13,Day4,Female,Child,2.05,461854.75,225295
Site13,Day4,Female,Young,2.32,1567289.92,675556
Site13,Day4,Female,Adult,2.51,676239.18,269418
Site13,Day4,Female,Senior,2.73,518822.85,190045
Site13,Day5,Male,Child,1.98,285199.2,144040
Site13,Day5,Male,Young,2.26,1036526.4,458640
Site13,Day5,Male,Adult,2.45,546075.6,222888
Site13,Day5,Male,Senior,2.98,202187.04,67848
Site13,Day5,Female,Child,2.05,344072,167840
Site13,Day5,Female,Young,2.32,1327522.56,572208
Site13,Day5,Female,Adult,2.51,497984,198400
Site13,Day5,Female,Senior,2.73,459008.55,168135
Site13,Day6,Male,Child,1.98,413887.32,209034
Site13,Day6,Male,Young,2.26,1725069.3,763305
Site13,Day6,Male,Adult,2.45,1088505.6,444288
Site13,Day6,Male,Senior,2.98,373560.88,125356
Site13,Day6,Female,Child,2.05,748360.7,365054
Site13,Day6,Female,Young,2.32,2185303.12,941941
Site13,Day6,Female,Adult,2.51,951209.68,378968
Site13,Day6,Female,Senior,2.73,764754.9,280130
Site13,Day7,Male,Child,1.98,375249.6,189520
Site13,Day7,Male,Young,2.26,1731182.6,766010
Site13,Day7,Male,Adult,2.45,974458.1,397738
Site13,Day7,Male,Senior,2.98,343334.74,115213
Site13,Day7,Female,Child,2.05,576265.25,281105
Site13,Day7,Female,Young,2.32,1557341.76,671268
Site13,Day7,Female,Adult,2.51,847170.18,337518
Site13,Day7,Female,Senior,2.73,726166.35,265995
Site13,Day8,Male,Child,1.98,210988.8,106560
Site13,Day8,Male,Young,2.26,878518.5,388725
Site13,Day8,Male,Adult,2.45,438716.6,179068
Site13,Day8,Male,Senior,2.98,187531.4,62930
Site13,Day8,Female,Child,2.05,291362.4,142128
Site13,Day8,Female,Young,2.32,963690.88,415384
Site13,Day8,Female,Adult,2.51,482401.92,192192
Site13,Day8,Female,Senior,2.73,414741.6,151920
Site13,Day9,Male,Child,1.98,236988.18,119691
Site13,Day9,Male,Young,2.26,980469.36,433836
Site13,Day9,Male,Adult,2.45,518243.6,211528
Site13,Day9,Male,Senior,2.98,183091.2,61440
Site13,Day9,Female,Child,2.05,380213.5,185470
Site13,Day9,Female,Young,2.32,1080477.36,465723
Site13,Day9,Female,Adult,2.51,467600.45,186295
Site13,Day9,Female,Senior,2.73,352257.36,129032
Site13,Day10,Male,Child,1.98,237164.4,119780
Site13,Day10,Male,Young,2.26,1004694.3,444555
Site13,Day10,Male,Adult,2.45,570609.9,232902
Site13,Day10,Male,Senior,2.98,208921.84,70108
Site13,Day10,Female,Child,2.05,322516.25,157325
Site13,Day10,Female,Young,2.32,1054504.96,454528
Site13,Day10,Female,Adult,2.51,561677.76,223776
Site13,Day10,Female,Senior,2.73,394692.48,144576
Site13,Day11,Male,Child,1.98,302702.4,152880
Site13,Day11,Male,Young,2.26,1254121.46,554921
Site13,Day11,Male,Adult,2.45,729548.75,297775
Site13,Day11,Male,Senior,2.98,288225.6,96720
Site13,Day11,Female,Child,2.05,483064.05,235641
Site13,Day11,Female,Young,2.32,1629679.36,702448
Site13,Day11,Female,Adult,2.51,681550.34,271534
Site13,Day11,Female,Senior,2.73,549278.73,201201
Site13,Day12,Male,Child,1.98,212505.48,107326
Site13,Day12,Male,Young,2.26,927363.88,410338
Site13,Day12,Male,Adult,2.45,536077.15,218807
Site13,Day12,Male,Senior,2.98,226593.24,76038
Site13,Day12,Female,Child,2.05,413411.2,201664
Site13,Day12,Female,Young,2.32,1168514.4,503670
Site13,Day12,Female,Adult,2.51,573108.3,228330
Site13,Day12,Female,Senior,2.73,436453.29,159873
Site13,Day13,Male,Child,1.98,413206.2,208690
Site13,Day13,Male,Young,2.26,1685661.68,745868
Site13,Day13,Male,Adult,2.45,983319.75,401355
Site13,Day13,Male,Senior,2.98,358896.3,120435
Site13,Day13,Female,Child,2.05,669499.25,326585
Site13,Day13,Female,Young,2.32,1922880.96,828828
Site13,Day13,Female,Adult,2.51,998457.92,397792
Site13,Day13,Female,Senior,2.73,746272.8,273360
Site13,Day14,Male,Child,1.98,396744.48,200376
Site13,Day14,Male,Young,2.26,1447593.28,640528
Site13,Day14,Male,Adult,2.45,824787.6,336648
Site13,Day14,Male,Senior,2.98,279917.36,93932
Site13,Day14,Female,Child,2.05,582134.4,283968
Site13,Day14,Female,Young,2.32,1785212.16,769488
Site13,Day14,Female,Adult,2.51,883520,352000
Site13,Day14,Female,Senior,2.73,714471.03,261711
Site13,Day15,Male,Child,1.98,255172.5,128875
Site13,Day15,Male,Young,2.26,608482.4,269240
Site13,Day15,Male,Adult,2.45,1130292.8,461344
Site13,Day15,Male,Senior,2.98,182346.2,61190
Site13,Day15,Female,Child,2.05,370902.4,180928
Site13,Day15,Female,Young,2.32,941142.8,405665
Site13,Day15,Female,Adult,2.51,465605,185500
Site13,Day15,Female,Senior,2.73,311744.16,114192
Site13,Day16,Male,Child,2.3364,382931.2872,163898
Site13,Day16,Male,Young,2.825,850025.55,300894
Site13,Day16,Male,Adult,2.891,1194827.172,413292
Site13,Day16,Male,Senior,3.5164,231537.358,65845
Site13,Day16,Female,Child,2.419,606769.865,250835
Site13,Day16,Female,Young,2.9,1119985.8,386202
Site13,Day16,Female,Adult,2.9618,560339.9802,189189
Site13,Day16,Female,Senior,3.2214,412661.34,128100
Site13,Day17,Male,Child,2.3364,429019.1136,183624
Site13,Day17,Male,Young,2.825,919876.5,325620
Site13,Day17,Male,Adult,2.891,1331941.52,460720
Site13,Day17,Male,Senior,3.5164,226301.4384,64356
Site13,Day17,Female,Child,2.419,554055.017,229043
Site13,Day17,Female,Young,2.9,1261117.2,434868
Site13,Day17,Female,Adult,2.9618,616785.9646,208247
Site13,Day17,Female,Senior,3.2214,515295.144,159960
Site13,Day18,Male,Child,2.3364,536967.8028,229827
Site13,Day18,Male,Young,2.825,1446541.25,512050
Site13,Day18,Male,Adult,2.891,1708072.184,590824
Site13,Day18,Male,Senior,3.5164,291611.5356,82929
Site13,Day18,Female,Child,2.419,713689.665,295035
Site13,Day18,Female,Young,2.9,1866260.2,643538
Site13,Day18,Female,Adult,2.9618,785963.9806,265367
Site13,Day18,Female,Senior,3.2214,569472.6492,176778
Site13,Day19,Male,Child,2.3364,452619.09,193725
Site13,Day19,Male,Young,2.825,1103365.9,390572
Site13,Day19,Male,Adult,2.891,1257480.924,434964
Site13,Day19,Male,Senior,3.5164,211827.936,60240
Site13,Day19,Female,Child,2.419,550073.343,227397
Site13,Day19,Female,Young,2.9,1303886.4,449616
Site13,Day19,Female,Adult,2.9618,559395.166,188870
Site13,Day19,Female,Senior,3.2214,425801.4306,132179
Site13,Day20,Male,Child,2.3364,656944.2792,281178
Site13,Day20,Male,Young,2.825,2027220,717600
Site13,Day20,Male,Adult,2.891,2379853.854,823194
Site13,Day20,Male,Senior,3.5164,421313.9496,119814
Site13,Day20,Female,Child,2.419,1004194.632,415128
Site13,Day20,Female,Young,2.9,2623128.3,904527
